,Date,Rainfall,Ane,Bhadalwadi,Bukum,Dhumalwadi,Dorlewadi,Jejuri,Junnar,Karanje,Kolwan,Lonawala,Loni (Ambegaon),Mulshi,Narayangaon,Narayanpur,Nimbgaon-Ketke,Otur,Pangre Sailar Basti,Parne,Patas,Pimpri (Kh) Malvasti,Pune,Rajgurnagar (Khed),Sakurde,Shivpur Khed,Undavri Kade Pathar,Wehle,Khutbhav_Pz,Mahalunge Padval_Pz,Pabal New,Kharabwadi,Shikrapur,Ausari Khurd-1,Kamatwadi-Walha,Kamshet,Kasurdi-1,Kolawade,Ale-1,Belhe-1,Kamunde,Khadki,Wagholi-1,Zendewadi-1,Month,Year
40,2010-08-01,6.556296774193549,5.5,0.6,0.5762999999999999,7.05,3.2,0.3,2.85,3.1,2.2,0.5999000000000002,4.1,1.0369000000000006,5.5,0.9,6.8,15.1,1.6,6.6,2.3,3.2,1.2,2.45,1.4,2.1,2.3,0.9,12.405099999999997,6.7,1.2,5.727899999999994,3.7226999999999975,6.115900000000002,8.601199999999995,0.8905000000000003,2.8021000000000016,3.0009999999999986,6.182100000000002,11.149399999999998,4.277099999999997,1.8283999999999998,5.234200000000002,3.9787999999999992,8,2010
41,2010-11-01,1.6029733333333334,4.35,1.2,0.2,6.4,3.0,0.4,2.35,3.1,2.1,2.2,3.2,1.2,6.55,0.65,6.4,15.05,4.9,5.9,2.4,3.1,1.5,1.9,1.25,1.45,4.9,1.05,10.754900000000006,8.85,0.9,6.843999999999991,2.9426999999999977,7.62570000000001,7.6431999999999904,1.4304000000000001,3.1960000000000015,3.120699999999997,7.026500000000003,3.896900000000004,6.597999999999998,2.291200000000002,5.256800000000004,4.094999999999998,11,2010
42,2011-01-01,0.001,5.85,2.0,2.3,6.52,5.6,0.4,4.2,6.3,2.2,3.68,2.3,3.45,7.2,0.7,8.56,14.35,5.38,6.23,1.85,3.95,2.65,2.7,5.36,3.22,3.65,1.1,2.3,7.4,1.2,6.970399999999997,4.047599999999998,7.197700000000002,8.984500000000006,3.886800000000002,5.521300000000008,4.306300000000003,10.78309999999999,13.009299999999994,7.09019999999999,4.8556,4.315099999999998,11.426599999999993,1,2011
43,2011-05-01,0.0563225806451612,6.769900000000006,5.275800000000001,5.2,7.41,6.190200000000002,3.2,3.85,9.95,1.8,2.1,5.4,3.0852999999999953,7.45,7.45,9.574600000000006,20.18,8.25,6.95,2.05,2.15,6.27,1.65,4.4,3.85,4.85,0.4,11.2,6.9,4.29,7.730299999999992,5.204099999999999,10.2886,9.926699999999988,4.380399999999996,4.329900000000006,4.902600000000006,11.262400000000007,15.738600000000012,7.860399999999988,5.424899999999996,5.249999999999997,11.6974,5,2011
44,2011-08-01,14.39512258064516,6.0,1.15,0.7015999999999997,4.85,0.5,0.9,2.75,4.3,0.9,1.2,1.65,0.9423999999999999,6.2,0.6566999999999996,8.9,15.9,3.1,6.95,1.05,3.0,0.2,1.56,1.2,2.2,6.75,0.6,12.208899999999996,6.9,2.8294999999999955,7.9,3.2,6.115900000000002,8.847999999999999,0.8788000000000004,2.4693000000000023,3.068599999999999,5.6304,4.294000000000005,4.277099999999997,1.387799999999998,5.248700000000001,3.3469999999999986,8,2011
45,2011-11-01,0.001,5.85,3.1,1.45,4.85,0.65,2.15,4.1,3.52,1.35,1.9,2.45,1.2,5.3,1.95,9.15,15.65,3.45,6.45,1.1,3.1,1.68,1.35,2.65,1.3,4.4,0.9,13.027800000000004,8.9,1.0,7.15,3.2,8.025100000000004,7.79639999999999,3.759399999999997,5.511500000000008,3.6877999999999957,5.784000000000003,4.421400000000005,6.441700000000002,3.2026999999999974,5.257800000000004,8.198400000000003,11,2011
46,2012-01-01,0.001,7.9,4.95,0.98,6.15,1.15,6.45,4.85,3.69,2.1,2.45,2.65,2.35,6.15,3.9,11.9,15.4,4.9,6.1,2.9,4.9,3.35,2.25,4.8099000000000025,3.8,5.95,1.25,2.3,11.5,2.3,7.38,4.25,7.197700000000002,8.984500000000006,3.886800000000002,5.521300000000008,4.306300000000003,10.78309999999999,13.009299999999994,7.09019999999999,4.8556,4.315099999999998,11.426599999999993,1,2012
47,2012-05-01,0.001,5.8,5.015199999999998,2.4,6.9,4.2,6.3,5.099200000000003,8.4,1.9,2.3,7.1,2.811199999999997,6.7,7.533500000000001,11.554499999999992,17.1,6.1,7.2,2.3,6.1,6.4,2.45,4.1,7.2,5.396999999999999,2.9,16.1,17.5,4.8,7.737399999999993,4.8,8.104900000000002,9.082299999999996,3.9590000000000005,5.165300000000006,4.872100000000002,11.380999999999998,15.136700000000008,7.272199999999991,5.172000000000001,5.0036,11.6632,5,2012
48,2012-11-01,0.001,6.9,0.9,1.38,10.65,4.33,4.11,4.55,5.7,2.72,3.12,5.33,2.72,4.77,4.73,4.32,16.05,5.01,7.51,2.42,6.5,7.91,2.32,5.1,2.6,4.6029999999999935,3.15,16.33,11.1,1.960800000000001,5.42,3.15,7.75,6.53,3.82,7.11,4.7,5.784000000000003,4.421400000000005,6.441700000000002,3.2026999999999974,5.257800000000004,8.198400000000003,11,2012
49,2013-01-01,0.001,5.9,3.790099999999996,3.1,7.9,2.1,5.8,2.4,8.4,1.4,3.4,3.9,3.0,6.4,3.9,12.1,16.8,6.95,9.9,4.9,6.1,6.1,4.1,4.95,4.1,5.9,1.95,7.3,11.9,4.1,6.1,4.4,6.95,10.1,4.1,6.1,4.8,10.78309999999999,13.009299999999994,7.09019999999999,4.8556,4.315099999999998,11.426599999999993,1,2013
50,2013-05-01,0.0125612903225806,11.21,5.81,3.11,11.57,7.12,7.41,5.62,7.42,4.18,3.22,8.62,2.9318999999999975,9.21,8.52,7.32,19.86,7.351400000000002,7.68,2.9,6.42,6.11,3.29,7.17,8.12,4.9738,4.11,13.484299999999994,12.11,9.55,7.291999999999998,6.02,11.25,11.3,5.02,2.62,5.05,11.48,17.42,8.53,5.65,5.52,12.6,5,2013
51,2013-08-01,1.5253193548387096,7.4664,2.1712000000000002,0.4322999999999999,7.808499999999997,3.85,6.9,2.2,5.15,0.95,1.0930999999999997,5.957699999999997,1.7922999999999991,8.8,0.8239000000000004,8.37029999999999,17.8,3.7,7.6,1.15,5.7,2.35,0.75,1.35,1.55,4.4677999999999995,0.9919999999999995,10.923800000000002,7.9,3.5,6.309199999999996,4.2,7.7147000000000086,8.132499999999995,0.2,1.7,2.109300000000001,9.7,17.0,6.523999999999993,2.3,5.432500000000005,2.75,8,2013
52,2013-11-01,0.4493966666666666,3.5,1.6,0.5,7.381500000000001,4.5,4.1,3.2,4.3,1.5,2.6,2.45,1.9,6.25,1.2,9.27,13.8,3.9,6.2,1.2,6.3,2.6,2.3,1.5,1.1,3.7,0.85,11.1,10.088999999999999,1.8,3.5,2.1,8.20610000000001,8.8,2.5,2.1,2.0,5.7,0.05,6.512199999999999,2.9,4.605000000000005,3.7,11,2013
53,2014-01-01,0.001,4.8,1.5,0.59,7.052599999999989,4.45,3.43,4.1,4.8,2.41,1.55,3.9,1.64,6.31,2.81,13.54,13.7,3.65,5.66,1.85,6.25,2.85,1.2,2.45,7.35,1.46,4.34,10.4,15.8,4.142100000000002,4.54,2.34,4.43,8.44,1.5,4.6066000000000065,4.33,10.77879999999999,11.17869999999999,7.09019999999999,4.916400000000001,3.9111000000000007,11.156799999999993,1,2014
54,2014-05-01,0.351358064516129,7.933800000000004,5.754300000000001,1.33,3.93,4.85,3.43,4.664300000000005,3.9,4.13,1.86,8.6,2.594299999999998,5.62,0.6,12.817399999999981,15.9,6.264199999999995,6.33,1.15,4.46,3.25,1.15,5.75,6.75,2.8,4.1,10.1,11.38,6.468899999999996,6.704499999999993,4.9,10.1,9.8,3.2,3.2759000000000014,5.305500000000004,9.54,11.33,9.618399999999998,6.41,0.86,9.64,5,2014
55,2014-08-01,8.962396774193548,6.8,2.6,0.15,6.864199999999999,3.6,2.8,1.2,1.5,0.7,0.01,3.7,0.9308000000000003,5.6,1.9,5.6,14.7,3.2,3.05,0.2,4.1,1.55,0.85,1.3,0.4,4.4,0.3,11.144200000000005,3.6,4.2,2.15,2.9,6.156900000000002,9.295800000000005,0.01,0.9,1.7748000000000017,5.5173999999999985,0.3,4.277099999999997,1.1,5.034100000000002,2.4,8,2014
56,2014-11-01,0.8675133333333332,9.54,1.93,0.3,7.84,3.93,0.73,3.11,3.31,1.13,1.85,3.5,1.84,6.73,0.48,13.52,12.0,2.83,2.89,1.34,5.43,4.8,1.35,1.65,0.94,2.5,2.1,4.48,3.39,3.68,8.4,2.33,10.1,8.251299999999995,1.7,1.96,1.9,6.3,4.110500000000005,6.596799999999998,2.94,5.021800000000006,5.638399999999998,11,2014
57,2015-01-01,0.001,9.7,1.2,0.46,6.0,3.85,2.61,4.04,3.3,1.16,1.96,4.1,1.91,6.1,0.84,13.54,14.3,7.38,5.38,0.76,7.24,6.68,1.26,2.15,7.24,8.0,2.9500999999999986,9.04,7.3,3.9,5.61,3.51,10.3,8.628500000000015,2.0,2.43,1.9,10.824199999999989,8.04,7.081699999999992,4.3579,4.958899999999999,11.069999999999993,1,2015
58,2015-05-01,3.378029032258065,8.2,2.3,1.8,10.4,5.0,6.9,3.75,6.1,3.46,3.2,4.87,3.5,7.0,8.7,11.9,14.8,6.9,5.77,1.1,5.7,4.58,0.75,6.3,7.9,8.77,2.8,12.9,4.7,6.6,4.55,0.88,5.904500000000001,8.7,2.8,6.7,5.8,10.5,10.92,9.529300000000008,3.9,6.7,8.586699999999992,5,2015
59,2015-08-01,0.7884709677419355,12.5,5.9,0.24,7.9,6.4,6.5,2.65,5.3,0.8,0.55,7.15,1.2,8.97,0.2,7.9,14.1,6.55,6.57,0.8,6.1,3.31,0.72,7.2,1.4,8.79,0.4,12.9,6.05,7.0,4.55,5.03,7.45,7.0,0.7,0.55,1.15,10.7,14.6,5.68,2.4,9.6,12.1,8,2015
60,2015-11-01,3.568833333333333,6.2,0.8,0.3,6.3,2.25,4.1,2.4,3.0,0.75,0.85,2.2,0.6,8.5,0.38129999999999986,10.0,14.6,2.35,4.37,0.65,6.05,1.85,0.95,0.85,0.15,3.2,0.3559000000000004,11.8,8.0,0.6,2.05,2.2997999999999994,3.7,11.0,0.7,1.3,1.4,6.85,13.3,7.25,0.8,6.184200000000007,8.1,11,2015
61,2016-01-01,0.001,6.897700000000001,1.5569999999999993,1.0383999999999984,7.505300000000003,4.171200000000001,4.0370000000000035,4.100900000000005,3.784200000000004,1.5833999999999984,2.1193000000000013,3.8361000000000036,1.8701999999999976,6.879100000000005,1.7123000000000024,13.15479999999999,14.226499999999985,6.548999999999999,5.556699999999998,1.7863000000000009,6.409500000000005,6.198199999999995,1.4032000000000011,3.0822999999999983,7.249400000000008,7.617400000000003,1.7775000000000012,9.70779999999999,6.945899999999999,3.957399999999999,5.675000000000007,3.6891000000000016,8.5,8.5,2.9,2.12,2.34,11.05,14.78,4.8,4.56,2.4,10.26,1,2016
62,2016-05-01,0.2800741935483871,7.1,6.263299999999999,11.0,12.82,6.92,6.7,4.8,6.82,2.68,2.42,6.05,2.4191999999999974,7.2,2.0,13.54,17.1,5.75,6.9,4.45,6.25,6.8,1.2,5.83,5.35,8.7,2.15,13.98,5.4,6.9,9.9,6.2,3.5,11.7,2.68,3.230699999999997,5.195400000000006,11.9,18.4,11.2,5.15,4.8,9.150099999999991,5,2016
63,2016-08-01,7.870606451612903,3.17,3.69,0.39469999999999994,8.25,5.27,6.0,0.87,4.38,0.783700000000001,0.78,1.15,0.8158000000000003,6.45,0.01,6.67,14.65,1.95,6.4,1.7,6.37,3.8,1.14,1.63,1.4,8.7,0.01,13.32,1.44,0.6,2.96,6.8,4.653399999999998,9.72,0.49,0.4,1.2,4.5,11.83,4.514299999999997,1.6,2.7,5.68,8,2016
64,2016-11-01,0.001,2.6,1.1,0.2,8.33,4.26,5.8,3.7,1.92,1.55,1.52,2.6,1.782499999999999,7.37,0.2,6.62,13.4,6.0,5.12,1.74,5.35,3.15,1.84,1.75,2.07,6.75,0.52,10.95,7.84,2.05,2.95,2.25,6.695800000000002,10.6,1.6,2.501600000000002,1.93,6.1,8.2,6.6,3.2,2.6,12.0,11,2016
65,2017-01-01,0.001,3.92,2.7,1.1,11.1,4.76,6.4,4.35,3.23,2.2,2.05,3.68,1.2968000000000004,7.68,5.4,11.95,13.55,6.2,5.71,1.49,5.45,6.15,1.18,4.65,7.85,6.25,1.03,11.4,5.6,4.22,5.0,3.3,8.6845,12.2,1.9,2.6,2.6,12.74,11.66,10.8,4.15,2.66,14.16,1,2017
66,2017-05-01,0.2739161290322581,7.13,7.79,5.72,13.25,6.4,6.95,4.0,4.7,3.13,1.97,7.1,1.4485000000000001,7.35,6.6,13.54,15.85,7.28,5.97,1.95,6.35,3.2,1.35,4.95,8.05,7.12,2.0,12.2,4.7,7.63,9.9,5.05,12.2,12.45,1.88,3.7,5.68,12.28,13.25,11.0,5.5,4.1,8.65,5,2017
67,2017-08-01,5.413703225806452,3.2,1.3,0.8,2.65,0.01,0.01,4.9,4.1,0.01,0.01,2.15,0.2811000000000004,6.1,0.01,8.9,9.4,4.9,6.1,1.75,7.1,2.63,1.2568000000000001,4.1,0.01,5.1,0.01,5.1,4.172700000000002,1.8,6.5,2.56,4.8,7.8,0.01,0.01,1.1,6.1,11.5,2.65,2.1,2.0,7.3,8,2017
68,2017-11-01,0.4211666666666666,4.5,5.9,0.3,5.7,3.0,0.5,4.9,2.1,2.7,0.35,1.7,0.01,6.5,0.01,5.7,8.1,4.1,3.2,1.17,3.7,3.5,2.2,0.7,1.4,4.0,0.01,8.7,6.0467,1.2,2.1,0.9,0.01,8.7,0.3,0.01,1.56,6.1,10.1,3.8,1.6,0.8,1.7,11,2017
69,2018-01-01,0.001,5.2,4.1,3.15,4.8,3.1,1.4,3.89,6.34,2.2,2.68,2.8,1.2208000000000008,7.4,1.2,13.9,14.95,6.55,5.85,1.9,5.1,6.68,4.1,3.7,4.9,5.5,0.9,12.1,5.783600000000004,3.0,4.72,3.6,8.8,13.1,3.65,6.45,3.35,6.95,14.85,6.12,3.0,2.1,13.15,1,2018
70,2018-05-01,0.0099838709677419,11.2,4.2,8.1,7.1,2.7,7.6,6.443499999999997,7.5,6.7,2.15,3.15,2.7,7.3,6.55,14.5,15.4,7.7,5.4,1.2,5.7,3.45,3.1,5.4,8.8,7.7,2.7,12.606600000000006,6.071500000000006,8.2,9.9,6.4,5.7,3.9,2.1,3.89,4.23,9.51,11.1,4.6,4.1,5.6,13.1,5,2018
71,2018-08-01,3.168925806451613,6.6,6.9,1.0,9.0,4.5,1.8,7.9,5.7,2.7,0.5,0.5,0.01,6.6,0.01,12.4,14.5,3.4,4.1,1.4,4.5,2.7,0.7,1.0,0.01,4.4,0.01,9.236200000000006,4.7863000000000016,5.5,7.6,6.0,1.9,13.0,0.01,0.5,1.1,6.4,10.1,4.0,1.6,1.8,4.1,8,2018
72,2019-01-01,0.001,8.4,1.4,2.2,10.08,5.6,5.55,3.6,3.94,2.4,1.63,6.07,0.01,7.3,7.16,9.69,16.5,6.85,6.96,1.74,5.68,5.55,1.75,3.85,5.77,8.79,1.25,11.113800000000003,5.88,8.17,7.0,6.83,7.6,11.0,1.03,2.7,3.25,8.0,10.5,4.0,4.28,6.13,15.25,1,2019
73,2019-05-01,0.001,9.7,7.7,2.7,14.1,5.8,5.2,8.9,5.2,5.9,2.1,5.0,0.01,6.7,8.7,14.5,21.0,5.2,7.5,2.7,5.4,6.2,3.3,7.1,6.5,8.79,1.2,11.78710000000001,5.9399000000000015,7.454499999999999,9.89,7.9,3.1,15.0,0.7,3.5428999999999933,5.4,12.9,18.0,5.2,5.1,9.9,14.7,5,2019
74,2019-08-01,7.257287096774194,5.1,1.3,1.02,5.9,3.5,3.5,4.7,3.6,1.09,0.95,2.6,0.01,0.01,4.9,8.6,16.2,3.0,6.1,1.56,3.3,3.4,2.1,1.5,1.1,8.79,0.4,8.652599999999996,3.8,2.6,1.5,6.3,1.9,8.7,0.01,4.04,1.8,5.4,15.2,1.2,1.8,1.65,4.95,8,2019
75,2019-11-01,3.0002100000000005,1.05,0.55,1.02,4.1,3.41,0.01,1.0,1.0,1.14,1.15,1.6,0.78,5.73,0.01,3.68,14.53,3.3,2.1,1.32,2.9,3.2,1.05,1.2,2.7,6.21,0.3,9.1,4.98,1.6,1.31,2.1,1.82,4.8,0.02,1.8148000000000013,2.1,3.6,5.04,2.9,1.3,1.4,0.3,11,2019
76,2020-01-01,0.001,1.43,3.76,1.07,5.03,4.2,0.58,6.92,2.23,2.0,1.41,1.27,0.01,7.28,1.33,8.39,12.1,4.55,4.02,1.47,4.0,5.3,2.35,2.15,2.81,2.27,0.53,9.42,4.11,1.53,2.76,4.43,5.82,5.68,0.2,6.25,2.07,7.16,8.94,10.93,2.67,0.96,4.37,1,2020
77,2020-08-01,8.463019354838709,0.41,2.25,0.01,4.67,4.04,0.9,11.32,2.0,0.01,0.54,3.0,0.01,4.78,0.01,5.46,9.73,2.7,4.53,1.5,3.5,3.57,1.0,1.0,0.01,2.14,0.01,7.9,6.24,4.56,1.25,2.87,2.269800000000001,6.2,0.01,1.7,2.11,2.31,3.54,1.8321999999999985,0.41,1.0,1.3,8,2020
78,2020-11-01,0.1755433333333333,0.58,5.45,0.2,6.274100000000004,1.55,0.2,7.5,0.3,1.8485999999999987,1.41,3.05,0.55,6.1,7.72,1.8,11.8,3.3,1.85,1.95,3.9,1.0,0.42,1.25,0.64,2.0,0.45,2.7,6.230000000000003,2.35,2.710999999999998,0.9,3.5,4.8,7.2,0.4,1.45,4.6,6.2,3.4,1.4,1.65,1.35,11,2020
79,2021-01-01,1.0608612903225807,2.4,1.3,1.4,8.85,5.05,0.54,11.2,3.2,2.1,2.65,7.1,0.6,6.3,2.5,8.94,12.1,5.8,4.07,1.8,5.19,8.8,1.9,2.14,2.45,2.55,0.55,9.847499999999995,4.748500000000002,2.6,3.3174999999999994,3.6,6.1,9.2,0.01,6.1,2.65,10.1,9.4,10.7,2.2,0.5,7.54,1,2021
80,2021-08-01,1.176093548387097,1.9,1.1,0.52,6.683800000000002,4.26,0.4,7.2,3.76,1.4631000000000005,0.85,5.5,0.01,7.15,0.01,9.3,14.55,5.8,7.1,1.97,3.8,4.24,1.5014,6.35,1.9936999999999983,4.12,0.5,8.042199999999994,4.999600000000004,10.43,2.5805999999999987,5.6,3.17,6.89,0.01,7.3,1.2,15.7,15.7,5.42,1.61,1.8,3.3,8,2021
81,2021-11-01,0.6768466666666666,2.1,2.7449,0.4,5.5,3.9,1.6,5.8,3.1,1.4,1.63,3.2,0.01,6.3,0.01,6.95,12.9,3.6,4.3,2.7,3.53,5.1,1.67,1.8,2.94,2.65,0.01,6.651200000000002,5.246200000000004,7.6,2.1360999999999986,3.95,3.98,7.0,0.01,5.3,0.9,6.4,9.6,5.3,1.7098000000000015,1.4,7.4,11,2021
82,2022-01-01,0.0058032258064516,2.35,2.452299999999998,0.9,4.63,4.95,2.8,3.4,2.6,1.6,1.95,3.51,0.01,6.6,0.7,8.8,13.35,3.9,4.48,1.46,3.02,3.8,0.8,1.44,3.45,3.25,0.35,10.499799999999993,5.1686000000000005,6.9,4.13,4.6,4.77,5.5,0.5,5.6,1.8,8.35,13.18,5.25,2.8378999999999968,1.6,1.81,1,2022
83,2022-05-01,0.013158064516129,4.2547999999999995,0.8,5.889000000000009,10.85,6.65,4.0,13.0,4.6,3.15,2.15,7.4,1.5,7.49,6.0,6.95,14.6,8.5,6.77,2.45,4.75,2.55,1.5181,6.25,6.45,3.373900000000002,1.25,13.0,5.626100000000001,5.3,0.1,7.5,10.9,7.1,0.75,4.6,2.8,9.0,12.795299999999997,4.4,1.71,1.1,4.915700000000002,5,2022
84,2022-08-01,5.270874193548387,1.25,0.3,1.07,0.9,1.25,0.2,7.5285,0.7,4.2,1.14,1.5,0.8,4.97,0.1,3.8,11.0,1.35,1.5,1.15,2.05,2.18,1.1,1.3,1.45,1.87,0.2309000000000001,10.92,5.437300000000004,0.75,1.2,2.5,1.85,2.2,0.010100000000000007,0.74,0.95,3.3,3.0,2.2,1.6084999999999994,1.4,0.1,8,2022
85,2022-11-01,0.001,2.7,0.95,0.4,5.1,0.15,0.95,2.7,1.8,1.6,1.65,3.1,1.45,5.57,0.1,2.8,10.15,2.15,2.88,1.0,4.1,2.7,1.2,1.37,4.1,2.05,0.25,9.5,5.6996,4.05,3.7,2.0,4.8,4.8,1.952599999999998,12.33,2.1,5.0,5.4,4.2,2.1685999999999996,1.5,1.2,11,2022
86,2023-01-01,0.001,4.95,0.57,1.2,4.55,5.6,2.65,4.1,4.04,1.93,2.15,2.9321999999999986,0.9,6.65,0.98,7.24,11.96,4.23,5.35,1.86,5.68,4.2,1.42,4.22,7.58,3.4,0.43,10.351999999999993,5.38,7.1,12.26,7.83,7.63,6.47,0.0,5.6,2.54,9.95,12.15,3.5,3.2,1.73,10.06,1,2023
87,2023-05-01,0.6275000000000001,7.76,2.5,6.1,11.48,6.32,8.48,4.05,4.82,2.72,2.1,5.95,0.9,6.56,6.83,10.57,12.88,6.692399999999995,7.43,2.46,5.06,4.6,1.37,7.08,4.06,6.54,0.9,10.18,5.1769,4.15,11.38,6.93,3.83,8.34,0.0,7.17,4.93,10.13,13.32,5.16,2.4028000000000005,4.1,10.66,5,2023
88,2023-09-01,5.7672566666666665,4.650199999999997,0.8879999999999988,1.161099999999998,3.360699999999998,1.2974000000000006,1.450700000000001,6.5477,1.7885999999999975,2.7820999999999962,0.9117000000000006,1.9545000000000001,0.8161999999999998,5.257200000000011,0.36190000000000083,5.150400000000004,11.3939,2.218999999999998,3.5099,1.5730000000000013,3.103700000000005,2.6709000000000005,1.288299999999999,2.678300000000001,1.5027999999999992,4.245200000000002,0.2280000000000001,8.573199999999996,4.875600000000005,2.3372,6.339100000000001,4.074900000000002,2.6215999999999986,4.262999999999993,0.007800000000000006,3.2690000000000037,1.1391000000000013,4.295700000000004,6.4742000000000015,2.350699999999999,1.5923999999999996,2.6099999999999994,2.2547999999999986,9,2023
89,2023-10-01,0.6066451612903226,4.757599999999996,2.4944999999999995,0.7142000000000001,5.682000000000003,1.7823000000000024,2.828599999999998,5.135600000000003,2.127399999999998,2.217699999999999,1.409799999999999,2.889999999999996,0.9036000000000008,6.1322000000000045,0.13509999999999978,4.880800000000001,12.396700000000001,2.9209000000000005,3.3043000000000013,2.196799999999999,4.096799999999999,4.1113000000000035,1.4774000000000003,1.823500000000001,2.8972999999999973,4.322500000000001,0.15849999999999992,8.3626,5.503800000000001,5.020400000000006,7.390600000000002,3.3295999999999966,3.7948000000000026,6.225799999999998,0.40510000000000007,6.625199999999999,1.3872000000000013,5.992999999999996,7.829900000000005,4.7634000000000025,1.7016000000000018,2.690999999999999,4.606099999999996,10,2023
90,2023-11-01,1.0805333333333331,4.7675999999999945,1.5016,1.1022,5.278600000000003,1.791500000000002,1.823999999999999,6.0549,2.312899999999998,2.2149999999999976,1.2784999999999993,3.2779999999999974,0.9063000000000007,6.180300000000005,0.15549999999999978,5.192600000000003,12.595899999999995,3.1222000000000008,3.2725000000000013,2.0284999999999997,4.013400000000002,4.479900000000003,1.4623000000000004,2.0489000000000006,2.767699999999997,4.3752,0.3096000000000002,8.1791,5.262800000000001,4.913500000000005,7.6523,3.1886999999999976,3.7970000000000037,6.266799999999997,0.019300000000000008,6.631899999999999,1.3113000000000017,6.913999999999996,7.9249000000000045,5.1468000000000025,1.605300000000002,2.557499999999999,3.9867000000000004,11,2023
91,2023-12-01,0.001,4.653499999999994,1.4391999999999994,0.7541000000000001,5.427000000000006,1.3496000000000012,2.193799999999998,4.054499999999996,1.7259999999999998,2.433899999999996,1.6568000000000014,2.9003999999999985,1.1992000000000018,5.861000000000001,0.9924999999999997,3.3449000000000044,11.231499999999997,3.292800000000001,2.9259999999999984,1.4049999999999998,4.378700000000004,3.2403999999999957,1.4971000000000005,1.8430000000000006,3.5122000000000018,3.8050000000000006,0.4723000000000001,8.642900000000003,5.6996,4.350800000000006,8.439600000000002,2.6132,4.953200000000005,5.281700000000006,1.8149999999999986,9.75510000000001,1.9954999999999978,5.312,6.664899999999991,4.218499999999996,2.1685999999999996,2.6214999999999993,4.361799999999996,12,2023
